File_ID,Province,Lender,Refi_Type,Professional,Disbursement,Date_Received,Maturity_Date,Date_Funded,Delay_Reason,Funds_Confirmed
FCT-714781,ON,Fairstone,Internal,West Coast Legal,504959,2025-11-10,2025-11-20,2025-11-12,None (Pre-scheduled),Yes
FCT-714782,QC,RBC,Internal,Maitre Lavoie,426833,2025-06-11,2025-07-01,2025-06-24,None,Yes
FCT-714783,ON,BMO,Internal,Smith & Co,732636,2025-02-07,2025-02-22,2025-02-22,None,Yes
FCT-714784,BC,BMO,Internal,Ontario Title Law,386248,2025-05-11,2025-05-19,2025-05-23,None,Yes
FCT-714785,BC,BMO,Internal,West Coast Legal,389368,2025-05-07,2025-05-25,2025-05-21,None,Yes
FCT-714786,NB,TD,Internal,West Coast Legal,605706,2025-06-19,2025-06-24,2025-07-02,None,Yes
FCT-714787,QC,NBC,External,Maitre Tremblay,637968,2025-10-30,2025-11-16,2025-11-23,External: Payout Delay,Yes
FCT-714788,QC,TD,Internal,Maitre Cote,233652,2026-01-04,2026-01-25,2026-01-18,None,Yes
FCT-714789,QC,RBC,Internal,Maitre Cote,277817,2025-11-20,2025-12-06,2025-12-02,None,Yes
FCT-714790,ON,NBC,Internal,Smith & Co,474726,2025-08-22,2025-09-10,2025-09-04,None,Yes
FCT-714791,NS,NBC,Internal,West Coast Legal,731861,2025-06-20,2025-07-05,2025-07-06,None,Yes
FCT-714792,ON,RBC,External,West Coast Legal,172962,2025-08-20,2025-09-08,2025-09-12,External: Payout Delay,Yes
FCT-714793,QC,Fairstone,External,Maitre Tremblay,273597,2025-03-28,2025-04-13,2025-03-31,None (Pre-scheduled),Yes
FCT-714794,NS,RBC,Internal,West Coast Legal,552030,2025-06-08,2025-06-27,2025-06-20,None,Yes
FCT-714795,QC,ScotiaBank,Internal,Maitre Belanger,640717,2026-01-21,2026-01-30,2026-02-06,None,Yes
FCT-714796,QC,Fairstone,Internal,Maitre Cote,579392,2025-03-25,2025-04-09,2025-03-27,None (Pre-scheduled),Yes
FCT-714797,QC,ScotiaBank,Internal,Maitre Tremblay,502229,2025-05-17,2025-06-04,2025-05-31,None,Yes
FCT-714798,NB,RBC,Internal,West Coast Legal,159802,2025-02-10,2025-02-21,2025-02-22,None,Yes
FCT-714799,BC,TD,Internal,Smith & Co,617481,2025-10-12,2025-10-24,2025-10-29,None,Yes
FCT-714800,AB,BMO,Internal,Ontario Title Law,182340,2025-10-16,2025-10-22,2025-11-10,Internal: Processing Backlog,Yes
FCT-714801,ON,NBC,External,Maritime Legal,251147,2025-12-18,2026-01-07,2026-01-11,External: Payout Delay,Yes
FCT-714802,BC,Fairstone,Internal,Smith & Co,456926,2026-01-01,2026-01-18,2026-01-04,None (Pre-scheduled),Yes
FCT-714803,NS,TD,External,West Coast Legal,586373,2026-01-11,2026-01-26,2026-02-12,External: Payout Delay,Yes
FCT-714804,QC,NBC,Internal,Maitre Tremblay,292269,2025-01-13,2025-01-25,2025-01-30,None,Yes
FCT-714805,QC,TD,Internal,Maitre Cote,188754,2025-09-01,2025-09-16,2025-09-17,None,Yes
FCT-714806,BC,Fairstone,Internal,Maritime Legal,604797,2025-09-17,2025-09-30,2025-09-19,None (Pre-scheduled),Yes
FCT-714807,ON,NBC,External,Maritime Legal,333241,2025-02-26,2025-03-11,2025-03-19,External: Payout Delay,Yes
FCT-714808,ON,ScotiaBank,External,Smith & Co,386000,2025-12-29,2026-01-19,2026-01-21,External: Payout Delay,Yes
FCT-714809,QC,TD,External,Maitre Cote,554913,2025-06-04,2025-06-20,2025-06-26,External: Payout Delay,Yes
FCT-714810,ON,NBC,Internal,Smith & Co,153358,2026-01-28,2026-02-11,2026-02-14,None,Yes
FCT-714811,QC,TD,Internal,Maitre Tremblay,621891,2025-06-17,2025-06-30,2025-07-03,None,Yes
FCT-714812,ON,ScotiaBank,External,Smith & Co,533307,2025-09-05,2025-09-13,2025-09-26,External: Payout Delay,Yes
FCT-714813,QC,NBC,Internal,Maitre Tremblay,209334,2025-04-05,2025-04-12,2025-04-21,None,Yes
FCT-714814,NB,RBC,Internal,West Coast Legal,669924,2025-12-29,2026-01-18,2026-01-11,None,Yes
FCT-714815,QC,TD,Internal,Maitre Lavoie,360410,2025-01-30,2025-02-13,2025-02-23,Internal: Processing Backlog,Yes
FCT-714816,ON,BMO,Internal,Ontario Title Law,303494,2025-02-04,2025-02-13,2025-02-18,None,Yes
FCT-714817,NS,BMO,Internal,Ontario Title Law,204881,2025-04-24,2025-05-15,2025-05-10,None,Yes
FCT-714818,QC,TD,External,Maitre Belanger,482292,2025-03-28,2025-04-07,2025-04-18,External: Payout Delay,Yes
FCT-714819,ON,Fairstone,Internal,West Coast Legal,233655,2025-04-18,2025-04-23,2025-04-21,None (Pre-scheduled),Yes
FCT-714820,ON,TD,Internal,Smith & Co,198850,2025-04-13,2025-05-03,2025-04-25,None,Yes
FCT-714821,QC,RBC,Internal,Maitre Cote,363658,2025-09-19,2025-10-05,2025-10-04,None,Yes
FCT-714822,QC,TD,Internal,Maitre Lavoie,708433,2025-05-09,2025-05-18,2025-05-30,Lender: Missing Docs,Yes
FCT-714823,QC,BMO,Internal,Maitre Belanger,256476,2026-01-27,2026-02-07,2026-02-12,None,Yes
FCT-714824,QC,Fairstone,Internal,Maitre Cote,705668,2025-12-24,2026-01-14,2025-12-26,None (Pre-scheduled),Yes
FCT-714825,BC,ScotiaBank,Internal,Smith & Co,236080,2025-12-26,2026-01-08,2026-01-12,None,Yes
FCT-714826,QC,ScotiaBank,Internal,Maitre Lavoie,678603,2025-01-16,2025-02-03,2025-01-30,None,Yes
FCT-714827,ON,NBC,Internal,Maritime Legal,182775,2025-01-29,2025-02-11,2025-02-12,None,Yes
FCT-714828,QC,NBC,Internal,Maitre Tremblay,218676,2026-01-11,2026-01-21,2026-01-23,None,Yes
FCT-714829,QC,NBC,Internal,Maitre Tremblay,220651,2025-12-30,2026-01-20,2026-01-14,None,Yes
FCT-714830,AB,NBC,Internal,Maritime Legal,579875,2025-04-04,2025-04-13,2025-04-20,None,Yes
FCT-714831,NS,NBC,External,Ontario Title Law,691287,2025-05-21,2025-05-27,2025-06-10,External: Payout Delay,Yes
FCT-714832,ON,TD,Internal,Maritime Legal,385077,2025-01-05,2025-01-18,2025-01-21,None,Yes
FCT-714833,BC,TD,External,Maritime Legal,229331,2025-05-23,2025-05-30,2025-06-13,External: Payout Delay,Yes
FCT-714834,QC,NBC,Internal,Maitre Tremblay,693318,2025-11-02,2025-11-19,2025-11-17,None,Yes
FCT-714835,QC,RBC,External,Maitre Belanger,649172,2025-10-08,2025-10-22,2025-10-30,External: Payout Delay,Yes
FCT-714836,ON,RBC,Internal,West Coast Legal,426023,2025-06-28,2025-07-03,2025-07-14,None,Yes
FCT-714837,QC,TD,Internal,Maitre Tremblay,698017,2025-04-17,2025-04-25,2025-05-01,None,No - Bank Dispute
FCT-714838,AB,TD,External,Smith & Co,610423,2025-06-19,2025-06-28,2025-07-08,External: Payout Delay,Yes
FCT-714839,QC,TD,Internal,Maitre Lavoie,557436,2025-10-26,2025-11-04,2025-11-14,Lender: Missing Docs,Yes
FCT-714840,NB,ScotiaBank,Internal,West Coast Legal,652928,2025-09-20,2025-10-10,2025-10-05,None,Yes
FCT-714841,BC,TD,Internal,Smith & Co,411440,2025-05-06,2025-05-18,2025-06-02,Internal: Processing Backlog,Yes
FCT-714842,ON,NBC,Internal,Ontario Title Law,583696,2025-05-01,2025-05-12,2025-05-17,None,Yes
FCT-714843,QC,RBC,Internal,Maitre Belanger,656046,2025-06-14,2025-06-20,2025-07-03,Lender: Missing Docs,Yes
FCT-714844,QC,NBC,Internal,Maitre Lavoie,649086,2025-10-04,2025-10-16,2025-10-18,None,Yes
FCT-714845,NB,BMO,Internal,Smith & Co,743708,2025-09-27,2025-10-18,2025-10-10,None,Yes
FCT-714846,QC,TD,Internal,Maitre Tremblay,562033,2025-01-19,2025-02-08,2025-02-05,Lender: Missing Docs,Yes
FCT-714847,AB,ScotiaBank,Internal,Ontario Title Law,538484,2025-02-09,2025-02-14,2025-02-24,None,Yes
FCT-714848,ON,NBC,External,Maritime Legal,340764,2025-04-29,2025-05-09,2025-05-21,External: Payout Delay,Yes
FCT-714849,AB,RBC,Internal,Maritime Legal,614448,2025-03-14,2025-03-23,2025-03-31,None,Yes
FCT-714850,NB,NBC,Internal,West Coast Legal,355846,2025-02-24,2025-03-06,2025-03-09,None,Yes
FCT-714851,BC,RBC,Internal,Ontario Title Law,340176,2025-09-18,2025-09-28,2025-10-05,None,Yes
FCT-714852,ON,NBC,Internal,West Coast Legal,373369,2025-05-19,2025-06-03,2025-06-05,None,Yes
FCT-714853,NS,RBC,External,Ontario Title Law,311274,2025-04-25,2025-05-10,2025-05-15,External: Payout Delay,Yes
FCT-714854,ON,RBC,External,Smith & Co,668610,2025-05-07,2025-05-28,2025-05-28,External: Payout Delay,Yes
FCT-714855,BC,TD,Internal,Maritime Legal,496685,2025-02-12,2025-02-26,2025-03-01,None,Yes
FCT-714856,ON,ScotiaBank,Internal,Ontario Title Law,545209,2025-08-31,2025-09-09,2025-09-17,None,Yes
FCT-714857,ON,NBC,Internal,Maritime Legal,709720,2025-05-02,2025-05-17,2025-05-17,None,Yes
FCT-714858,QC,NBC,External,Maitre Tremblay,452233,2025-03-10,2025-03-26,2025-03-30,External: Payout Delay,Yes
FCT-714859,NB,TD,Internal,Ontario Title Law,297830,2025-06-23,2025-06-29,2025-07-06,None,Yes
FCT-714860,QC,TD,Internal,Maitre Tremblay,206130,2025-11-04,2025-11-14,2025-12-06,Lender: Missing Docs,Yes
FCT-714861,QC,TD,Internal,Maitre Cote,281794,2026-01-20,2026-02-06,2026-02-06,None,Yes
FCT-714862,NB,TD,Internal,Smith & Co,185913,2025-04-22,2025-05-05,2025-05-08,None,Yes
FCT-714863,QC,BMO,External,Maitre Lavoie,291261,2025-11-02,2025-11-20,2025-12-09,Lender: Missing Docs,Yes
FCT-714864,AB,TD,Internal,Smith & Co,700682,2025-10-07,2025-10-25,2025-10-19,None,Yes
FCT-714865,QC,BMO,Internal,Maitre Lavoie,680103,2025-03-25,2025-04-01,2025-04-10,None,Yes
FCT-714866,NS,TD,External,Maritime Legal,204628,2025-08-09,2025-08-26,2025-09-01,External: Payout Delay,Yes
FCT-714867,QC,TD,Internal,Maitre Cote,206995,2025-12-06,2025-12-13,2025-12-21,None,Yes
FCT-714868,AB,NBC,Internal,Smith & Co,580780,2025-03-21,2025-04-06,2025-04-02,None,Yes
FCT-714869,QC,NBC,Internal,Maitre Lavoie,631796,2025-03-16,2025-04-03,2025-04-16,Lender: Missing Docs,Yes
FCT-714870,QC,RBC,Internal,Maitre Lavoie,275210,2025-05-17,2025-05-23,2025-06-02,None,Yes
FCT-714871,QC,TD,External,Maitre Lavoie,548830,2026-01-26,2026-02-12,2026-02-19,External: Payout Delay,Yes
FCT-714872,QC,ScotiaBank,External,Maitre Lavoie,203518,2025-11-14,2025-11-29,2025-12-04,External: Payout Delay,Yes
FCT-714873,ON,RBC,Internal,Maritime Legal,367922,2026-01-24,2026-02-12,2026-02-05,None,Yes
FCT-714874,QC,TD,External,Maitre Tremblay,308125,2025-08-18,2025-09-06,2025-09-07,External: Payout Delay,Yes
FCT-714875,BC,ScotiaBank,Internal,West Coast Legal,684371,2025-01-17,2025-01-27,2025-01-30,None,Yes
FCT-714876,ON,BMO,Internal,Ontario Title Law,299158,2025-08-16,2025-09-02,2025-08-28,None,Yes
FCT-714877,ON,NBC,Internal,Maritime Legal,693268,2026-01-16,2026-02-06,2026-02-01,None,Yes
FCT-714878,ON,NBC,Internal,Maritime Legal,403648,2025-03-08,2025-03-29,2025-03-24,None,Yes
FCT-714879,BC,TD,External,Maritime Legal,700474,2025-09-20,2025-10-08,2025-10-09,External: Payout Delay,Yes
FCT-714880,AB,RBC,Internal,Smith & Co,671266,2025-12-31,2026-01-07,2026-01-17,None,No - Bank Dispute
FCT-714881,QC,ScotiaBank,External,Maitre Tremblay,214302,2025-04-30,2025-05-06,2025-05-22,External: Payout Delay,Yes
FCT-714882,QC,TD,Internal,Maitre Lavoie,600850,2025-08-22,2025-09-11,2025-09-08,None,Yes
FCT-714883,AB,BMO,Internal,Smith & Co,517191,2025-10-24,2025-11-10,2025-11-07,None,Yes
FCT-714884,QC,TD,External,Maitre Belanger,363995,2025-06-23,2025-07-09,2025-07-17,External: Payout Delay,Yes
FCT-714885,BC,NBC,Internal,Ontario Title Law,425935,2025-01-18,2025-02-03,2025-02-04,None,Yes
FCT-714886,QC,RBC,External,Maitre Cote,526056,2025-03-14,2025-03-20,2025-04-05,External: Payout Delay,Yes
FCT-714887,QC,RBC,External,Maitre Cote,718063,2025-04-02,2025-04-16,2025-04-26,External: Payout Delay,Yes
FCT-714888,AB,ScotiaBank,Internal,Smith & Co,411175,2025-10-03,2025-10-21,2025-10-15,None,Yes
FCT-714889,ON,TD,Internal,West Coast Legal,481607,2025-05-12,2025-05-18,2025-05-28,None,Yes
FCT-714890,QC,TD,External,Maitre Belanger,594791,2025-10-03,2025-10-18,2025-10-22,External: Payout Delay,Yes
FCT-714891,ON,NBC,Internal,West Coast Legal,179056,2025-02-18,2025-03-11,2025-03-03,None,Yes
FCT-714892,BC,NBC,Internal,Ontario Title Law,390671,2025-12-28,2026-01-12,2026-01-11,None,Yes
FCT-714893,QC,TD,Internal,Maitre Belanger,342474,2025-05-08,2025-05-17,2025-05-21,None,Yes
FCT-714894,NS,TD,Internal,West Coast Legal,648757,2025-10-30,2025-11-09,2025-11-26,Internal: Processing Backlog,Yes
FCT-714895,QC,RBC,Internal,Maitre Tremblay,535868,2025-02-19,2025-02-25,2025-03-06,None,Yes
FCT-714896,NB,ScotiaBank,Internal,West Coast Legal,308733,2025-05-27,2025-06-14,2025-06-12,None,Yes
FCT-714897,ON,Fairstone,Internal,West Coast Legal,346779,2026-01-25,2026-02-07,2026-01-27,None (Pre-scheduled),Yes
FCT-714898,QC,Fairstone,External,Maitre Belanger,494114,2025-11-10,2025-11-21,2025-11-12,None (Pre-scheduled),Yes
FCT-714899,NB,TD,Internal,Ontario Title Law,609873,2025-04-25,2025-05-05,2025-05-07,None,Yes
FCT-714900,QC,Fairstone,Internal,Maitre Tremblay,612445,2025-09-13,2025-09-20,2025-09-16,None (Pre-scheduled),Yes
FCT-714901,QC,NBC,External,Maitre Lavoie,152682,2025-06-05,2025-06-20,2025-06-28,External: Payout Delay,Yes
FCT-714902,AB,NBC,External,West Coast Legal,390756,2025-07-19,2025-07-28,2025-08-08,External: Payout Delay,Yes
FCT-714903,BC,TD,External,Ontario Title Law,172363,2025-03-04,2025-03-12,2025-03-27,External: Payout Delay,Yes
FCT-714904,ON,BMO,Internal,Maritime Legal,748215,2026-01-21,2026-02-10,2026-02-03,None,Yes
FCT-714905,ON,RBC,Internal,West Coast Legal,491157,2025-09-02,2025-09-15,2025-09-17,None,Yes
FCT-714906,ON,NBC,Internal,Ontario Title Law,709372,2025-11-11,2025-11-19,2025-11-25,None,Yes
FCT-714907,QC,Fairstone,Internal,Maitre Lavoie,180443,2025-03-13,2025-03-28,2025-03-15,None (Pre-scheduled),No - Bank Dispute
FCT-714908,ON,RBC,Internal,Ontario Title Law,234287,2025-09-08,2025-09-25,2025-09-21,None,Yes
FCT-714909,QC,TD,Internal,Maitre Belanger,407782,2025-10-19,2025-10-31,2025-10-31,None,Yes
FCT-714910,BC,NBC,Internal,West Coast Legal,505431,2025-10-04,2025-10-25,2025-10-17,None,Yes
FCT-714911,QC,RBC,Internal,Maitre Lavoie,215527,2025-01-06,2025-01-14,2025-01-25,Lender: Missing Docs,Yes
FCT-714912,NS,RBC,External,Ontario Title Law,578187,2026-01-29,2026-02-15,2026-02-22,External: Payout Delay,Yes
FCT-714913,ON,ScotiaBank,Internal,Ontario Title Law,563854,2025-09-17,2025-10-04,2025-10-04,None,Yes
FCT-714914,QC,ScotiaBank,Internal,Maitre Lavoie,221102,2025-12-10,2025-12-30,2025-12-23,None,Yes
FCT-714915,BC,RBC,External,Maritime Legal,744814,2025-04-23,2025-04-30,2025-05-16,External: Payout Delay,Yes
FCT-714916,QC,NBC,External,Maitre Tremblay,293260,2025-10-03,2025-10-10,2025-10-24,External: Payout Delay,Yes
FCT-714917,ON,TD,Internal,Smith & Co,420519,2025-10-27,2025-11-17,2025-11-08,None,Yes
FCT-714918,BC,RBC,External,Maritime Legal,474554,2025-01-02,2025-01-08,2025-01-24,External: Payout Delay,Yes
FCT-714919,AB,NBC,Internal,West Coast Legal,616789,2025-03-25,2025-04-12,2025-04-11,None,Yes
FCT-714920,QC,RBC,Internal,Maitre Lavoie,206332,2025-12-01,2025-12-15,2025-12-18,None,Yes
FCT-714921,QC,ScotiaBank,External,Maitre Belanger,574806,2025-12-21,2026-01-07,2026-01-19,Lender: Missing Docs,Yes
FCT-714922,BC,TD,External,West Coast Legal,173653,2025-01-09,2025-01-28,2025-02-02,External: Payout Delay,Yes
FCT-714923,BC,NBC,Internal,West Coast Legal,277829,2026-01-02,2026-01-17,2026-01-14,None,Yes
FCT-714924,QC,ScotiaBank,Internal,Maitre Belanger,311184,2025-05-29,2025-06-16,2025-06-14,None,Yes
FCT-714925,QC,NBC,External,Maitre Tremblay,238774,2025-03-31,2025-04-14,2025-04-23,External: Payout Delay,Yes
FCT-714926,AB,RBC,Internal,Smith & Co,155199,2025-08-07,2025-08-26,2025-08-19,None,Yes
FCT-714927,QC,TD,External,Maitre Belanger,489472,2025-12-27,2026-01-03,2026-01-15,External: Payout Delay,Yes
FCT-714928,NS,NBC,External,West Coast Legal,193463,2025-10-06,2025-10-19,2025-10-26,External: Payout Delay,Yes
FCT-714929,QC,NBC,Internal,Maitre Cote,588931,2025-09-24,2025-10-01,2025-10-11,None,Yes
FCT-714930,AB,TD,Internal,West Coast Legal,456138,2026-01-09,2026-01-16,2026-01-24,None,Yes
FCT-714931,ON,TD,External,West Coast Legal,341533,2025-04-20,2025-04-26,2025-05-13,External: Payout Delay,Yes
FCT-714932,QC,ScotiaBank,Internal,Maitre Lavoie,545421,2025-12-10,2025-12-17,2025-12-27,None,Yes
FCT-714933,ON,NBC,Internal,Smith & Co,539484,2025-11-02,2025-11-10,2025-11-18,None,Yes
FCT-714934,QC,NBC,Internal,Maitre Cote,484308,2025-12-12,2025-12-21,2025-12-29,Lender: Missing Docs,Yes
FCT-714935,ON,TD,Internal,Maritime Legal,419731,2026-02-02,2026-02-22,2026-02-16,None,Yes
FCT-714936,QC,TD,Internal,Maitre Lavoie,544632,2025-09-26,2025-10-12,2025-10-12,None,Yes
FCT-714937,ON,RBC,Internal,Maritime Legal,573397,2025-03-28,2025-04-14,2025-04-11,None,Yes
FCT-714938,AB,BMO,Internal,Maritime Legal,674793,2026-01-19,2026-02-09,2026-02-02,None,Yes
FCT-714939,BC,TD,Internal,Smith & Co,587468,2025-04-15,2025-05-01,2025-05-02,None,Yes
FCT-714940,ON,ScotiaBank,External,Smith & Co,720836,2025-01-17,2025-01-24,2025-02-05,External: Payout Delay,Yes
FCT-714941,QC,BMO,External,Maitre Tremblay,704634,2025-06-26,2025-07-10,2025-07-15,External: Payout Delay,Yes
FCT-714942,QC,RBC,External,Maitre Belanger,184926,2025-05-15,2025-05-22,2025-06-10,Lender: Missing Docs,Yes
FCT-714943,ON,RBC,Internal,West Coast Legal,246571,2025-11-24,2025-12-15,2025-12-06,None,Yes
FCT-714944,NS,ScotiaBank,External,Smith & Co,408691,2025-09-15,2025-09-20,2025-10-14,External: Payout Delay,Yes
FCT-714945,BC,TD,Internal,Maritime Legal,650119,2025-08-02,2025-08-19,2025-08-19,None,Yes
FCT-714946,ON,BMO,Internal,Maritime Legal,236686,2025-01-17,2025-01-28,2025-02-02,None,Yes
FCT-714947,QC,BMO,Internal,Maitre Lavoie,474609,2025-08-21,2025-08-26,2025-09-12,Lender: Missing Docs,Yes
FCT-714948,QC,NBC,Internal,Maitre Tremblay,414926,2025-06-24,2025-07-06,2025-07-06,None,Yes
FCT-714949,QC,BMO,Internal,Maitre Belanger,706369,2026-01-28,2026-02-15,2026-02-14,None,Yes
FCT-714950,QC,ScotiaBank,Internal,Maitre Cote,637814,2025-08-14,2025-08-22,2025-08-31,None,Yes
FCT-714951,QC,ScotiaBank,Internal,Maitre Tremblay,609579,2025-05-25,2025-06-05,2025-06-07,None,Yes
FCT-714952,QC,ScotiaBank,Internal,Maitre Cote,410901,2025-06-02,2025-06-17,2025-06-14,None,Yes
FCT-714953,QC,TD,Internal,Maitre Tremblay,736466,2025-06-27,2025-07-16,2025-07-10,None,Yes
FCT-714954,ON,NBC,Internal,Smith & Co,472480,2025-12-19,2025-12-31,2025-12-31,None,Yes
FCT-714955,QC,RBC,External,Maitre Tremblay,744304,2025-08-21,2025-09-02,2025-09-10,External: Payout Delay,Yes
FCT-714956,QC,BMO,External,Maitre Lavoie,471267,2025-11-16,2025-11-25,2025-12-08,External: Payout Delay,Yes
FCT-714957,BC,NBC,External,Ontario Title Law,670958,2025-08-31,2025-09-15,2025-09-19,External: Payout Delay,Yes
FCT-714958,ON,Fairstone,External,West Coast Legal,450526,2026-01-08,2026-01-23,2026-01-11,None (Pre-scheduled),Yes
FCT-714959,QC,BMO,Internal,Maitre Belanger,159240,2025-11-19,2025-11-28,2025-12-03,None,Yes
FCT-714960,QC,ScotiaBank,Internal,Maitre Cote,431904,2026-01-24,2026-02-02,2026-02-06,None,Yes
FCT-714961,QC,BMO,Internal,Maitre Cote,160175,2025-11-22,2025-12-12,2025-12-04,None,Yes
FCT-714962,BC,ScotiaBank,Internal,Maritime Legal,424007,2025-12-31,2026-01-14,2026-01-13,None,Yes
FCT-714963,QC,Fairstone,Internal,Maitre Belanger,251822,2026-01-02,2026-01-14,2026-01-05,None (Pre-scheduled),Yes
FCT-714964,QC,NBC,Internal,Maitre Cote,183606,2025-10-04,2025-10-13,2025-10-18,None,Yes
FCT-714965,QC,RBC,Internal,Maitre Lavoie,349010,2026-01-08,2026-01-29,2026-01-25,None,Yes
FCT-714966,QC,TD,Internal,Maitre Cote,629812,2025-12-06,2025-12-12,2025-12-21,None,Yes
FCT-714967,QC,BMO,Internal,Maitre Tremblay,353941,2025-11-22,2025-11-28,2025-12-19,Internal: Processing Backlog,Yes
FCT-714968,QC,BMO,External,Maitre Tremblay,339045,2025-01-23,2025-02-07,2025-02-12,External: Payout Delay,Yes
FCT-714969,BC,BMO,Internal,West Coast Legal,312210,2025-04-29,2025-05-15,2025-05-11,None,Yes
FCT-714970,QC,Fairstone,Internal,Maitre Tremblay,383772,2025-04-08,2025-04-13,2025-04-10,None (Pre-scheduled),Yes
FCT-714971,QC,BMO,Internal,Maitre Belanger,670795,2025-07-15,2025-07-20,2025-07-30,None,Yes
FCT-714972,QC,BMO,Internal,Maitre Tremblay,686312,2025-05-21,2025-06-01,2025-06-12,Lender: Missing Docs,Yes
FCT-714973,BC,TD,External,Ontario Title Law,674105,2025-07-16,2025-07-31,2025-08-04,External: Payout Delay,Yes
FCT-714974,NB,TD,External,Ontario Title Law,473069,2025-05-23,2025-06-05,2025-06-14,External: Payout Delay,Yes
FCT-714975,ON,ScotiaBank,Internal,Smith & Co,323479,2026-01-20,2026-01-27,2026-02-04,None,Yes
FCT-714976,QC,ScotiaBank,Internal,Maitre Cote,464695,2025-03-20,2025-04-10,2025-04-05,None,Yes
FCT-714977,QC,NBC,Internal,Maitre Tremblay,504508,2026-01-26,2026-02-14,2026-02-11,None,Yes
FCT-714978,ON,RBC,External,Maritime Legal,229180,2025-06-27,2025-07-07,2025-07-17,External: Payout Delay,Yes
FCT-714979,BC,BMO,External,Smith & Co,185280,2025-08-14,2025-08-25,2025-09-06,External: Payout Delay,Yes
FCT-714980,NS,BMO,Internal,Smith & Co,373245,2025-02-10,2025-02-26,2025-02-25,None,Yes
FCT-714981,ON,ScotiaBank,External,West Coast Legal,651652,2025-04-29,2025-05-05,2025-05-22,External: Payout Delay,Yes
FCT-714982,QC,RBC,Internal,Maitre Lavoie,733786,2025-05-30,2025-06-14,2025-06-17,Lender: Missing Docs,No - Bank Dispute
FCT-714983,ON,RBC,External,West Coast Legal,541889,2025-01-24,2025-02-12,2025-02-15,External: Payout Delay,Yes
FCT-714984,ON,BMO,External,Ontario Title Law,292170,2025-03-05,2025-03-19,2025-03-24,External: Payout Delay,Yes
FCT-714985,QC,ScotiaBank,Internal,Maitre Belanger,177985,2025-09-11,2025-09-27,2025-09-23,None,Yes
FCT-714986,QC,NBC,Internal,Maitre Belanger,192392,2026-01-31,2026-02-15,2026-02-17,None,Yes
FCT-714987,QC,ScotiaBank,Internal,Maitre Lavoie,649097,2025-12-13,2026-01-01,2026-01-01,Lender: Missing Docs,Yes
FCT-714988,ON,TD,Internal,Maritime Legal,390381,2025-06-20,2025-06-28,2025-07-07,None,Yes
FCT-714989,NS,BMO,Internal,Maritime Legal,464558,2025-05-30,2025-06-16,2025-06-16,None,Yes
FCT-714990,QC,Fairstone,External,Maitre Cote,374774,2025-10-24,2025-11-07,2025-10-27,None (Pre-scheduled),Yes
FCT-714991,NB,BMO,Internal,West Coast Legal,586167,2025-10-01,2025-10-21,2025-10-18,None,Yes
FCT-714992,QC,BMO,Internal,Maitre Lavoie,700714,2025-05-03,2025-05-18,2025-05-15,None,Yes
FCT-714993,ON,NBC,External,West Coast Legal,527811,2025-04-04,2025-04-19,2025-04-26,External: Payout Delay,Yes
FCT-714994,AB,TD,Internal,Ontario Title Law,649125,2025-03-09,2025-03-14,2025-03-25,None,Yes
FCT-714995,QC,BMO,External,Maitre Tremblay,314185,2025-11-19,2025-11-27,2025-12-10,External: Payout Delay,Yes
FCT-714996,ON,Fairstone,External,Maritime Legal,740962,2025-11-18,2025-11-27,2025-11-20,None (Pre-scheduled),Yes
FCT-714997,NB,NBC,External,Ontario Title Law,622451,2025-02-28,2025-03-07,2025-03-23,External: Payout Delay,Yes
FCT-714998,NS,RBC,Internal,Maritime Legal,676412,2025-06-17,2025-06-29,2025-07-01,None,Yes
FCT-714999,QC,TD,Internal,Maitre Cote,435848,2025-02-22,2025-03-04,2025-03-07,None,No - Bank Dispute
FCT-715000,ON,NBC,External,Maritime Legal,416022,2025-10-19,2025-11-02,2025-11-08,External: Payout Delay,Yes
FCT-715001,BC,RBC,External,West Coast Legal,229357,2025-12-11,2025-12-29,2026-01-01,External: Payout Delay,Yes
FCT-715002,AB,ScotiaBank,Internal,Maritime Legal,594304,2025-03-01,2025-03-11,2025-03-18,None,Yes
FCT-715003,BC,ScotiaBank,Internal,Smith & Co,551294,2026-02-02,2026-02-08,2026-02-18,None,Yes
FCT-715004,QC,TD,Internal,Maitre Cote,197152,2025-12-16,2025-12-31,2026-01-01,None,Yes
FCT-715005,QC,RBC,Internal,Maitre Lavoie,646299,2026-01-12,2026-02-02,2026-01-29,None,Yes
FCT-715006,ON,ScotiaBank,External,Maritime Legal,656890,2025-04-23,2025-04-30,2025-05-15,External: Payout Delay,Yes
FCT-715007,QC,RBC,Internal,Maitre Lavoie,234181,2026-01-04,2026-01-24,2026-01-17,None,Yes
FCT-715008,QC,NBC,External,Maitre Cote,272665,2025-07-21,2025-07-28,2025-08-13,External: Payout Delay,Yes
FCT-715009,QC,Fairstone,External,Maitre Cote,342136,2025-02-26,2025-03-11,2025-02-28,None (Pre-scheduled),Yes
FCT-715010,NB,NBC,External,Ontario Title Law,313921,2025-10-16,2025-10-21,2025-11-06,External: Payout Delay,Yes
FCT-715011,ON,BMO,Internal,Ontario Title Law,234761,2025-02-17,2025-03-08,2025-03-03,None,Yes
FCT-715012,QC,NBC,Internal,Maitre Lavoie,430638,2025-04-04,2025-04-16,2025-04-27,Internal: Processing Backlog,Yes
